libsecret 0.21.6-1
libshout 1:2.4.6-3
libshumate 1.3.2-1
libsigc++ 2.12.1-1
libsigc++-3.0 3.6.0-1
libsixel 1.10.5-1
libslirp 4.9.0-1
libsm 1.2.6-1
libsndfile 1.2.2-3
libsodium 1.0.20-1
libsoup 2.74.3-1
libsoup3 3.6.4-1
libsoxr 0.1.3-4
libspectre 0.2.12-2
libspeechd 0.12.0-1
libspelling 0.4.7-1
libsrtp 1:2.7.0-1
libssh 0.11.1-1
libssh2 1.11.1-1
libstaroffice 0.0.7-4
libstemmer 2.2.0-2
libsynctex 2025.1-1
libsysprof-capture 47.2-3
libtar 1.2.20-7
libtasn1 4.20.0-1
libteam 1.32-2
libtermkey 0.22-3
libthai 0.1.29-3
libtheora 1.1.1-6
libtiff 4.7.0-1
libtirpc 1.3.6-1
libtommath 1.3.0-1
libtool 2.5.4+r1+gbaa1fe41-3
libtraceevent 1:1.8.4-1
libtracefs 1.8.1-1
libunibreak 6.1-1
libunistring 1.3-1
libunwind 1.8.1-3
libupnp 1.14.20-2
liburcu 0.15.1-1
liburing 2.9-1
libusb 1.0.28-1
libusbmuxd 2.1.0-1
libutempter 1.2.3-1
libutf8proc 2.10.0-1
libuv 1.50.0-1
libva 2.22.0-1
libva-intel-driver 2.4.1-3
libvdpau 1.5-3
libverto 0.3.2-5
libvirt 1:11.1.0-1
libvisio 0.1.8-2
libvlc 3.0.21-15
libvncserver 0.9.14-4
libvorbis 1.3.7-4
libvpl 2.14.0-1
libvpx 1.15.0-1
libvterm 0.3.3-2
libwacom 2.14.0-1
libwbclient 2:4.22.0-1
libwebp 1.5.0-1
libwireplumber 0.5.8-1
libwnck3 43.2-1
libwpd 0.10.3-5
libwpe 1.16.2-1
libwps 0.4.14-3
libx11 1.8.12-1
libx86emu 3.7-1
libxau 1.0.12-1
libxaw 1.0.16-1
libxcb 1.17.0-1
libxcomposite 0.4.6-2
libxcrypt 4.4.38-1
libxcursor 1.2.3-1
libxcvt 0.1.3-1
libxdamage 1.1.6-2
libxdg-basedir 1.2.3-2
libxdmcp 1.1.5-1
libxdp 1.5.2-1
libxext 1.3.6-1
libxfce4ui 4.20.0-3
libxfce4util 4.20.0-2
libxfce4windowing 4.20.2-2
libxfixes 6.0.1-2
libxfont2 2.0.7-1
libxft 2.3.8-2
libxi 1.8.2-1
libxinerama 1.1.5-2
libxkbcommon 1.8.1-1
libxkbcommon-x11 1.8.1-1
libxkbfile 1.1.3-1
libxklavier 5.4-5
libxml2 2.13.6-3
libxmlb 0.3.22-1
libxmu 1.2.1-1
libxnvctrl 570.124.04-1
libxpm 3.5.17-2
libxpresent 1.0.1-2
libxrandr 1.5.4-1
libxrender 0.9.12-1
libxres 1.2.2-2
libxshmfence 1.3.3-1
libxslt 1.1.43-1
libxss 1.2.4-2
libxt 1.3.1-1
libxtst 1.2.5-1
libxv 1.0.13-1
libxxf86vm 1.1.6-1
libyaml 0.2.5-3
libyuv r2426+464c51a03-1
libzip 1.11.3-1
libzmf 0.0.2-17
licenses 20240728-1
lightdm 1:1.32.0-6
lightdm-gtk-greeter 1:2.0.9-1
lightdm-slick-greeter 2.0.9-1
lilv 0.24.26-1
linux 6.13.7.arch1-1
linux-api-headers 6.13-1
linux-firmware 20250311.b69d4b74-3
linux-firmware-whence 20250311.b69d4b74-3
linux-headers 6.13.7.arch1-1
linux-lts 6.12.19-1
linux-lts-headers 6.12.19-1
lld 19.1.7-1
llhttp 9.2.1-2
llvm 19.1.7-1
llvm-libs 19.1.7-1
lm_sensors 1:3.6.0.r41.g31d1f125-3
lmdb 0.9.33-1
localsearch 3.8.2-2
logrotate 3.22.0-1
loupe 47.4-1
lpsolve 5.5.2.11-3
lsb-release 2.0.r55.a25a4fc-1
lsof 4.99.4-1
lsscsi 0.32-2
lua 5.4.7-1
lua51 5.1.5-12
lua51-lpeg 1.1.0-3
lua52 5.2.4-7
lua53 5.3.6-3
luajit 2.1.1736781742-1
luarocks 3.11.1-2
luit 20240910-1
lv2 1.18.10-1
lvm2 2.03.31-1
lxappearance 0.6.3-5
lxqt-policykit 2.1.0-1
lz4 1:1.10.0-2
lzo 2.10-5
m4 1.4.19-3
mailcap 2.1.54-2
make 4.4.1-2
malcontent 0.13.0-1
maliit-framework 2.3.0-2
maliit-keyboard 2.3.1-4
man-db 2.13.0-1
man-pages 6.13-1
mbedtls2 2.28.9-1
md4c 0.5.2-1
mdadm 4.4-1
media-player-info 26-1
meld 3.22.3-1
memtest86+ 7.20-2
memtest86+-efi 7.20-2
mesa 1:25.0.1-2
mesa-utils 9.0.0-5
meson 1.7.0-1
mhwd-amdgpu 19.1.0-1
mhwd-ati 19.1.0-1
minizip 1:1.3.1-2
mjpegtools 2.2.1-2
mkinitcpio 39.2-3
mkinitcpio-busybox 1.36.1-1
mlite 0.5.1-1
mobile-broadband-provider-info 20240407-1
mod_dnssd 0.6-9
modemmanager 1.22.0-1
modemmanager-qt 6.12.0-1
mousepad 0.6.3-2
mpdecimal 4.0.0-2
mpfr 4.2.1-6
mpg123 1.32.10-1
mpv 1:0.39.0-5
mpvqt 1.0.1-1
msgpack-c 6.1.0-2
msgraph 0.2.3-2
msodbcsql 18.4.1.1-1
mssql-server 16.0.4185.3-1
mssql-tools 18.4.1.1-1
mtdev 1.1.7-1
mtools 1:4.0.48-1
mtpfs 1.1-5
muffin 6.4.1-1
mujs 1.3.6-1
mutter 47.6-1
nano 8.3-1
nano-syntax-highlighting 2022.11.02.r102.gbb94603-1
nasm 2.16.03-1
nautilus 47.2-1
ncdu 2.7-1
ncurses 6.5-3
ndctl 79-1
nemo 6.4.5-1
nemo-audio-tab 6.4.0-2
nemo-emblems 6.4.0-2
nemo-fileroller 6.4.0-2
nemo-image-converter 6.4.0-2
nemo-pastebin 6.4.0-2
nemo-preview 6.4.0-2
nemo-python 6.4.0-2
nemo-qml-plugin-configuration 0.2.6-2
nemo-qml-plugin-notifications 1.1.0-2
nemo-seahorse 6.4.0-2
nemo-share 6.4.0-2
nemo-theme-glacier 0.2.1-2
neofetch 7.1.0-2
neon 0.34.0-1
neovim 0.10.4-2
net-snmp 5.9.4-6
net-tools 2.10-3
netctl 1.29-2
netpbm 10.86.44-1
nettle 3.10.1-1
network-manager-applet 1.36.0-1
networkmanager 1.52.0-1
networkmanager-l2tp 1.20.20-3
networkmanager-openconnect 1.2.10-2
networkmanager-openvpn 1.12.0-1
networkmanager-pptp 1.2.12-6
networkmanager-qt 6.12.0-1
networkmanager-vpnc 1.4.0-1
nfs-utils 2.8.2-2
nfsidmap 2.8.2-2
nftables 1:1.1.1-2
nilfs-utils 2.2.11-1
ninja 1.12.1-2
nitrogen 1.6.1-6
nm-connection-editor 1.36.0-1
node-gyp 11.1.0-3
nodejs-lts-iron 20.19.0-1
nodejs-nopt 7.2.1-1
noto-fonts 1:2025.03.01-1
noto-fonts-cjk 20240730-1
noto-fonts-emoji 1:2.047-1
noto-fonts-extra 1:2025.03.01-1
npm 11.2.0-1
npth 1.8-1
nspr 4.36-1
nss 3.109-1
nss-mdns 0.15.1-2
ntfs-3g 2022.10.3-1
ntp 4.2.8.p18-2
numactl 2.0.19-1
numix-circle-icon-theme-git 25.01.31.r0.g2d18a75-1
numix-gtk-theme-git 2.6.7.r55.ad4b345-1
numix-icon-theme-git 25.01.31.r0.ga6e6bf9f1-1
numlockx 1.2-6
nvidia-dkms 570.124.04-1
nvidia-prime 1.0-5
nvidia-settings 570.124.04-1
nvidia-utils 570.124.04-1
nvim-packer-git r574.ea0cc3c-1
oath-toolkit 2.6.12-1
obsidian 1.8.9-2
ocl-icd 2.3.2-2
onetbb 2022.0.0-2
oniguruma 6.9.10-1
openal 1.24.2-1
openconnect 1:9.12-3
opencore-amr 0.1.6-2
opencv 4.11.0-5
openexr 3.3.2-1
openh264 2.6.0-1
openjpeg2 2.5.3-1
openssh 9.9p2-1
openssl 3.4.1-1
openssl-1.1 1.1.1.w-2
openvpn 2.6.13-1
openxr 1.1.43-1
opus 1.5.2-1
orc 0.4.41-1
orca 47.3-1
os-prober 1.83-1
osinfo-db 20250124-1
ostree 2025.1-1
p11-kit 0.25.5-1
pacman 7.0.0.r6.gc685ae6-2
pacman-contrib 1.11.0-1
pacman-mirrorlist 20250311-1
pacutils 0.15.0-1
pahole 1:1.29-1
pam 1.7.0-2
pamac-cli 11.7.3-1
pamac-tray-icon-plasma 0.1.4-1
pambase 20230918-2
pango 1:1.56.3-1
pangomm 2.46.4-1
pangomm-2.48 2.56.1-1
papirus-icon-theme 20250201-1
parallel 20250222-1
parole 4.18.2-1
parted 3.6-2
passim 0.1.9-1
pastebinit 1.5.1-2
patch 2.7.6-10
pavucontrol 1:6.1-1
pciutils 3.13.0-2
pcre 8.45-4
pcre2 10.45-1
pcsclite 2.3.1-1
perl 5.40.1-2
perl-alien-build 2.84-1
perl-alien-libxml2 0.19-4
perl-capture-tiny 0.50-2
perl-clone 0.47-1
perl-curses 1.45-2
perl-dbi 1.647-1
perl-encode-locale 1.05-13
perl-error 0.17030-1
perl-ffi-checklib 0.31-5
perl-file-basedir 0.09-5
perl-file-chdir 0.1011-6
perl-file-desktopentry 0.22-13
perl-file-listing 6.16-4
perl-file-mimeinfo 0.35-2
perl-file-which 1.27-6
perl-html-parser 3.83-1
perl-html-tagset 3.24-2
perl-http-cookiejar 0.014-3
perl-http-cookies 6.11-2
perl-http-daemon 6.16-4
perl-http-date 6.06-3
perl-http-message 7.00-1
perl-http-negotiate 6.01-14
perl-io-html 1.004-6
perl-ipc-system-simple 1.30-7
perl-libwww 6.78-1
perl-lwp-mediatypes 6.04-6
perl-mailtools 2.22-1
perl-net-http 6.23-4
perl-path-tiny 0.146-2
perl-term-animation 2.6-12
perl-timedate 2.33-7
perl-try-tiny 0.32-2
perl-uri 5.31-1
perl-www-robotrules 6.02-14
perl-xml-libxml 2.0210-2
perl-xml-namespacesupport 1.12-6
perl-xml-parser 2.47-2
perl-xml-sax 1.02-2
perl-xml-sax-base 1.09-6
perl-xml-writer 0.900-4
phonon-qt6 4.12.0-4
phonon-qt6-vlc 0.12.0-2
physfs 3.2.0-2
picom 12.5-1
pinentry 1.3.1-5
pipewire 1:1.4.1-1
pipewire-alsa 1:1.4.1-1
pipewire-audio 1:1.4.1-1
pipewire-jack 1:1.4.1-1
pipewire-pulse 1:1.4.1-1
pipewire-session-manager 1:1.4.1-1
pixman 0.44.2-1
pkcs11-helper 1.30.0-1
pkgconf 2.4.3-1
pkgfile 24-1
plank 0.11.89-5
playerctl 2.4.1-4
plocate 1.1.23-1
plymouth 24.004.60-10
pnpm 10.8.1-1
polkit 126-2
polkit-gnome 0.105-11
polkit-qt5 0.200.0-1
polkit-qt6 0.200.0-1
poppler 25.03.0-1
poppler-data 0.4.12-2
poppler-glib 25.03.0-1
poppler-qt6 25.03.0-1
popt 1.19-2
portaudio 1:19.7.0-3
power-profiles-daemon 0.30-1
powerline 2.8.4-3
powerline-fonts 2.8.4-3
powertop 2.15-2
ppp 2.5.2-1
pptpclient 1.10.0-3
presage 0.9.1-3
prison 6.12.0-1
procps-ng 4.0.5-2
protobuf 30.0-3
protobuf-c 1.5.1-1
psmisc 23.7-1
psutils 3.3.9-1
pugixml 1.15-2
pulseaudio-qt 1.7.0-1
purpose 6.12.0-1
pv 1.9.31-1
pyqt-builder 1.18.1-1
python 3.13.2-1
python-aiofiles 24.1.0-2
python-aiohappyeyeballs 2.5.0-1
python-aiohttp 3.10.11-1
python-aiohttp-cors 0.7.0-8
python-aiosignal 1.3.1-8
python-annotated-types 0.7.0-2
python-anyio 4.8.0-1
python-argcomplete 3.5.3-1
python-async-timeout 4.0.3-6
python-atspi 2.46.1-3
python-attrs 23.2.0-4
python-autocommand 2.2.2-7
python-build 1.2.2-3
python-cairo 1.27.0-2
python-cairocffi 1.6.1-3
python-capng 0.8.5-3
python-certifi 2025.01.31-1
python-cffi 1.17.1-2
python-chardet 5.2.0-6
python-charset-normalizer 3.4.1-1
python-click 8.1.8-1
python-colorama 0.4.6-5
python-configargparse 1.5.5-3
python-contourpy 1.3.1-2
python-cryptography 44.0.2-1
python-cycler 0.12.1-3
python-dateutil 2.9.0-6
python-dbus 1.3.2-5
python-defusedxml 0.7.1-7
python-distro 1.9.0-3
python-docopt 0.6.2-14
python-ecdsa 0.19.0-2
python-fastjsonschema 2.21.1-1
python-filelock 3.18.0-1
python-fonttools 4.56.0-1
python-frozenlist 1.4.1-4
python-gmpy2 2.2.1-2
python-gobject 3.50.0-2
python-html2text 2024.2.26-2
python-idna 3.10-2
python-inflect 7.5.0-1
python-installer 0.7.0-10
python-iwlib 1.7.0-7
python-jaraco.collections 5.1.0-1
python-jaraco.context 6.0.1-1
python-jaraco.functools 4.1.0-1
python-jaraco.text 4.0.0-2
python-jinja 1:3.1.5-1
python-jose 3.4.0-1
python-jsonschema 4.23.0-2
python-jsonschema-specifications 2024.10.1-1
python-keyutils 0.6-11
python-kiwisolver 1.4.5-5
python-libtmux 0.46.1-1
python-lxml 5.3.1-1
python-mako 1.3.9-1
python-markdown 3.7-2
python-markupsafe 2.1.5-3
python-matplotlib 3.10.0-1
python-more-itertools 10.6.0-1
python-mpmath 1.3.0-4
python-multidict 6.0.5-4
python-mutagen 1.47.0-3
python-npyscreen 4.10.5-1
python-numpy 2.2.4-1
python-ordered-set 4.1.0-7
python-orjson 3.10.15-1
python-packaging 24.2-3
python-pam 2.0.2-4
python-pandas 2.2.3-1
python-pexpect 4.9.0-4
python-pillow 11.1.0-1
python-pip 25.0.1-1
python-pipx 1.7.1-2
python-platformdirs 4.3.6-2
python-ply 3.11-14
python-psutil 7.0.0-1
python-ptyprocess 0.7.0-8
python-puremagic 1.28-2
python-py-cpuinfo 9.0.0-5
python-pyaml 24.9.0-2
python-pyasn1 0.6.0-2
python-pycparser 2.22-3
python-pycups 2.0.4-3
python-pydantic 2.10.6-1
python-pydantic-core 2:2.27.2-1
python-pygdbmi 0.11.0.0-5
python-pygments 2.19.1-1
python-pyinotify 0.9.6-15
python-pyparsing 3.1.2-3
python-pypdf 5.4.0-1
python-pyproject-hooks 1.2.0-3
python-pyqt5 5.15.11-2
python-pyqt5-sip 12.17.0-1
python-pyqt6 6.8.1-1
python-pyqt6-sip 13.10.0-1
python-pysmbc 1.0.25.1-4
python-pytz 2025.1-1
python-pyxdg 0.28-4
python-referencing 0.35.1-3
python-reportlab 4.2.2-5
python-requests 2.32.3-4
python-rpds-py 0.22.3-1
python-rsa 4.9-6
python-sentry_sdk 2.23.1-1
python-setproctitle 1.3.5-1
python-setuptools 1:75.8.0-1
python-setuptools-scm 8.2.1-1
python-shtab 1.7.1-3
python-six 1.17.0-1
python-sniffio 1.3.1-4
python-sympy 1.13.3-2
python-termcolor 2.5.0-1
python-tinycss2 1.4.0-2
python-tomli 2.0.1-5
python-tqdm 4.67.1-2
python-trove-classifiers 2025.3.13.13-1
python-truststore 0.10.1-1
python-typeguard 4.4.2-1
python-typing_extensions 4.12.2-3
python-urllib3 2.3.0-1
python-userpath 1.9.2-3
python-validate-pyproject 0.24-1
python-watchfiles 1.0.4-1
python-webencodings 0.5.1-12
python-wheel 0.45.0-3
python-xapp 2.4.2-2
python-xcffib 1.5.0-2
python-yaml 6.0.2-2
python-yarl 1.13.1-1
python312 3.12.9-1
qca-qt5 2.3.10-1
qca-qt6 2.3.10-1
qcoro 0.11.0-1
qemu-base 9.2.2-1
qemu-common 9.2.2-1
qemu-img 9.2.2-1
qemu-system-x86 9.2.2-1
qemu-system-x86-firmware 9.2.2-1
qhull 2020.2-5
qpdf 12.0.0-1
qqc2-desktop-style 6.12.0-1
qrencode 4.1.1-3
qt5-base 5.15.16+kde+r130-4
qt5-declarative 5.15.16+kde+r22-3
qt5-feedback 0.0.0.20150918-5
qt5-graphicaleffects 5.15.16-3
qt5-multimedia 5.15.16+kde+r2-3
qt5-quickcontrols 5.15.16-3
qt5-quickcontrols2 5.15.16+kde+r5-3
qt5-speech 5.15.16+kde+r1-3
qt5-svg 5.15.16+kde+r5-3
qt5-tools 5.15.16+kde+r3-6
qt5-translations 5.15.16-3
qt5-wayland 5.15.16+kde+r60-1
qt5-websockets 5.15.16+kde+r2-3
qt5-x11extras 5.15.16-3
qt6-5compat 6.8.2-2
qt6-base 6.8.2-3
qt6-connectivity 6.8.2-1
qt6-declarative 6.8.2-1
qt6-imageformats 6.8.2-1
qt6-multimedia 6.8.2-1
qt6-multimedia-ffmpeg 6.8.2-1
qt6-positioning 6.8.2-1
qt6-quick3d 6.8.2-1
qt6-quicktimeline 6.8.2-1
qt6-sensors 6.8.2-1
qt6-shadertools 6.8.2-1
qt6-speech 6.8.2-1
qt6-svg 6.8.2-1
qt6-tools 6.8.2-2
qt6-translations 6.8.2-1
qt6-virtualkeyboard 6.8.2-1
qt6-wayland 6.8.2-1
qt6-webchannel 6.8.2-1
qt6-webengine 6.8.2-3
qt6-websockets 6.8.2-1
qt6-webview 6.8.2-1
qt6ct 0.10-1
qtile 0.31.0-1
qtile-extras 0.31.0-1
qtkeychain-qt6 0.15.0-1
raptor 2.0.16-6
rasqal 1:0.9.33-7
rav1e 0.7.1-1
raylib 5.5-1
rbw 1.13.2-1
re2 1:20240702-3
readline 8.2.013-1
rebuild-detector 4.4.5-1
recode 3.7.15-1
redland 1:1.0.17-9
redshift 1.12-14
reflector 2023-3
reflector-simple 2024.8.1-1
reiserfsprogs 3.6.27-5
rhash 1.4.4-1
ripgrep 14.1.1-1
ristretto 0.13.3-1
rofi 1.7.8-2
rofi-rbw 1.4.2-2
rpcbind 1.2.7-2
rsync 3.4.1-2
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 4.0.0-1
run-parts 5.17-1
runc 1.2.6-1
rust 1:1.85.1-1
rygel 1:0.44.2-1
s-nail 14.9.24-2
samba 2:4.22.0-1
sane 1.3.1-2
sassc 3.6.2-5
sbc 2.0-2
scrot 1.11.1-1
sd 1.0.0-1
sddm 0.21.0-6
sdl12-compat 1.2.68-2
sdl2-compat 2.32.52-1
sdl2_image 2.8.8-1
sdl2_ttf 2.24.0-1
sdl3 3.2.8-1
sdl_ttf 2.0.11-7
seabios 1.16.3-1
seatd 0.9.1-1
sed 4.9-3
semver 7.7.1-1
serd 0.32.4-1
sg3_utils 1.48-1
shaderc 2025.1-1
shadow 4.17.4-1
shared-mime-info 2.4-1
signon-kwallet-extension 24.12.3-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3
signond 8.61-3
simdjson 1:3.12.2-1
simple-scan 46.0-2
sip 6.10.0-1
skanlite 24.12.3-1
sl 5.05-5
slang 2.3.3-3
smartmontools 7.4-2
smbclient 2:4.22.0-1
snappy 1.2.1-2
snapshot 47.1-1
socat 1.8.0.3-1
sof-firmware 2025.01-1
solid 6.12.0-1
solid5 5.116.0-1
sonnet 6.12.0-1
sonnet5 5.116.0-1
sord 0.16.18-1
sound-theme-freedesktop 0.8-6
soundtouch 2.3.3-1
source-highlight 3.1.9-14
spandsp 0.0.6-5
speech-dispatcher 0.12.0-1
speedcrunch 0.12.0-4
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 1:1.4.309.0-1
sqlite 3.49.1-1
sratom 0.6.18-1
srt 1.5.4-1
sshfs 3.7.3-2
sssd 2.10.2-3
starship 1.22.1-1
startup-notification 0.12-8
stoken 0.92-4
sudo 1.9.16.p2-2
supertux 0.6.3-9
supertuxkart 1.4-6
sushi 46.0-2
svt-av1 3.0.1-1
svt-hevc 1.5.1-3
syndication 6.12.0-1
syndication5 5.116.0-1
syntax-highlighting 6.12.0-1
sysfsutils 2.1.1-2
system-config-printer 1.5.18-5
systemd 257.4-1
systemd-libs 257.4-1
systemd-resolvconf 257.4-1
systemd-sysvcompat 257.4-1
taglib 2.0.2-1
talloc 2.4.3-1
tar 1.35-2
tcl 8.6.16-1
tdb 1.4.13-1
tecla 47.0-1
terminus-font 4.49.1-7
tevent 1:0.16.2-1
texinfo 7.2-1
thin-provisioning-tools 1.1.0-1
threadweaver 6.12.0-1
thunar 4.20.2-1
thunar-archive-plugin 0.5.3-1
thunar-media-tags-plugin 0.5.0-1
thunar-volman 4.20.0-2
timeshift 24.06.6-1
timezonemap 0.4.5.2-2
tinysparql 3.8.2-3
tk 8.6.16-1
tldr 3.3.0-2
tmux 3.5_a-1
tmuxp 1.55.0-1
totem 43.1-1
totem-pl-parser 3.26.6+r30+g51b8439-1
touchegg 2.0.17-2
tpm2-tss 4.1.3-1
tree-sitter 0.25.3-1
tree-sitter-bash 0.23.3-1
tree-sitter-c 0.23.5-1
tree-sitter-lua 0.2.0-1
tree-sitter-markdown 0.3.1-1
tree-sitter-python 0.23.6-1
tree-sitter-query 0.5.0-1
tree-sitter-vim 0.4.0-1
tree-sitter-vimdoc 3.0.0-1
tslib 1.23-1
ttf-bitstream-vera 1.10-16
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-droid 20121017-11
ttf-hack 3.003-7
ttf-hack-nerd 3.3.0-1
ttf-inconsolata 1:3.000-4
ttf-indic-otf 0.2-12
ttf-jetbrains-mono 2.304-2
ttf-joypixels 8.0.0-2
ttf-liberation 2.1.5-2
ttf-meslo-nerd-font-powerlevel10k 2.3.3-1
ttf-nerd-fonts-symbols 3.3.0-1
ttf-nerd-fonts-symbols-common 3.3.0-1
ttf-opensans 3.003-1
ttf-ubuntu-font-family 1:0.83-2
tumbler 4.20.0-2
twolame 0.4.0-4
typst 1:0.13.1-1
tzdata 2025a-1
uchardet 0.0.8-3
udiskie 2.5.7-1
udisks2 2.10.1-5
ufw 0.36.2-5
unarchiver 1.10.8-4
unibilium 2.1.2-1
unixodbc 2.3.12-3
unrar 1:7.1.5-1
unzip 6.0-22
update-grub 0.0.1-8
upower 1.90.7-1
usb_modeswitch 2.6.2-1
usbmuxd 1.1.1-4
usbutils 018-1
util-linux 2.41-2
util-linux-libs 2.41-2
v4l-utils 1.28.1-2
vala 0.56.18-1
valgrind 3.24.0-3
vapoursynth R70-2
vde2 2.3.3-6
verdict 1.4.2-1
vi 1:070224-6
vid.stab 1.1.1-2
vim-runtime 9.1.1198-1
vimix-icon-theme 2025.02.10-1
virtiofsd 1.13.1-1
visual-studio-code-bin 1.98.2-1
vlc 3.0.21-15
vmaf 3.0.0-1
volume_key 0.3.12-10
vpcs 0.8.3-1
vpnc 1:0.5.3.r539.r239-1
vte-common 0.78.4-1
vte3 0.78.4-1
vte4 0.78.4-1
vulkan-headers 1:1.4.304.1-2
vulkan-icd-loader 1.4.304.1-1
vulkan-tools 1.4.304.1-1
w3m 0.5.3.git20230713_1-1
wasi-compiler-rt 19.1.6-1
wasi-libc 1:0+410+574b88da-2
wasi-libc++ 19.1.6-2
wasi-libc++abi 19.1.6-2
wavpack 5.8.1-1
wayland 1.23.1-1
wayland-protocols 1.41-1
wayland-utils 1.2.0-2
webkit2gtk 2.46.6-2
webkit2gtk-4.1 2.46.6-2
webkitgtk-6.0 2.46.6-2
webrtc-audio-processing-1 1.3-4
welcome 25.3-1
wget 1.25.0-1
when 1.1.45-2
which 2.23-1
whitesur-gtk-theme 2024.11.18-1
whitesur-icon-theme 2025.02.10-1
wildmidi 0.4.6-1
wireless-regdb 2025.02.20-1
wireless_tools 30.pre9-4
wireplumber 0.5.8-1
wireshark-cli 4.4.5-1
wireshark-qt 4.4.5-1
wlroots 0.18.2-1
wlroots0.17 0.17.4-3
wmctrl 1.07-6
woff2 1.0.2-5
wolfssl 5.7.6-1
wpa_supplicant 2:2.11-3
wpebackend-fdo 1.16.0-1
wsdd 0.8-3
x264 3:0.164.r3108.31e19f9-2
x265 4.0-1
xapian-core 1:1.4.27-1
xapp 2.8.8-1
xautolock 2.2-7
xbitmaps 1.1.3-2
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcb-util-xrm 1.3-3
xclip 0.13-6
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.0-1
xdg-desktop-portal-gnome 47.3-1
xdg-desktop-portal-gtk 1.15.2-1
xdg-desktop-portal-xapp 1.1.0-1
xdg-user-dirs 0.18-2
xdg-user-dirs-gtk 0.14-1
xdg-utils 1.2.1-1
xdotool 3.20211022.1-2
xed 3.8.2-1
xf86-input-elographics 1.4.4-1
xf86-input-evdev 2.11.0-1
xf86-input-libinput 1.5.0-1
xf86-input-void 1.4.2-2
xf86-input-wacom 1.2.3-1
xfburn 0.7.2-3
xfce4-appfinder 4.20.0-2
xfce4-artwork 0.1.1a_git20110420-6
xfce4-battery-plugin 1.1.6-1
xfce4-clipman-plugin 1.6.7-1
xfce4-cpufreq-plugin 1.2.9-1
xfce4-cpugraph-plugin 1.2.11-1
xfce4-dict 0.8.8-2
xfce4-diskperf-plugin 2.7.1-1
xfce4-eyes-plugin 4.6.2-1
xfce4-fsguard-plugin 1.1.4-1
xfce4-genmon-plugin 4.2.1-1
xfce4-mailwatch-plugin 1.3.2-1
xfce4-mount-plugin 1.1.7-1
xfce4-mpc-plugin 0.5.5-1
xfce4-netload-plugin 1.4.2-1
xfce4-notes-plugin 1.11.2-1
xfce4-notifyd 0.9.7-1
xfce4-panel 4.20.3-1
xfce4-power-manager 4.20.0-3
xfce4-pulseaudio-plugin 0.4.9-2
xfce4-screensaver 4.18.4-2
xfce4-screenshooter 1.11.1-3
xfce4-sensors-plugin 1.4.5-1
xfce4-session 4.20.0-5
xfce4-settings 4.20.1-1
xfce4-smartbookmark-plugin 0.5.3-1
xfce4-systemload-plugin 1.3.3-1
xfce4-taskmanager 1.5.8-1
xfce4-terminal 1.1.4-1
xfce4-time-out-plugin 1.1.4-1
xfce4-timer-plugin 1.7.3-1
xfce4-verve-plugin 2.0.4-1
xfce4-wavelan-plugin 0.6.4-1
xfce4-weather-plugin 0.11.3-1
xfce4-whiskermenu-plugin 2.9.2-2
xfce4-xkb-plugin 0.8.5-1
xfconf 4.20.0-2
xfdesktop 4.20.1-1
xfsprogs 6.13.0-1
xfwm4 4.20.0-2
xfwm4-themes 4.10.0-6
xkeyboard-config 2.44-1
xl2tpd 1.3.18-2
xmlsec 1.3.7-1
xorg-bdftopcf 1.1.2-1
xorg-fonts-encodings 1.1.0-1
xorg-iceauth 1.0.10-1
xorg-mkfontscale 1.2.3-1
xorg-server 21.1.16-1
xorg-server-common 21.1.16-1
xorg-server-xephyr 21.1.16-1
xorg-server-xvfb 21.1.16-1
xorg-sessreg 1.1.3-2
xorg-setxkbmap 1.3.4-2
xorg-smproxy 1.0.7-2
xorg-twm 1.0.12-2
xorg-x11perf 1.7.0-1
xorg-xauth 1.1.4-1
xorg-xbacklight 1.2.4-1
xorg-xcmsdb 1.0.7-1
xorg-xcursorgen 1.0.8-2
xorg-xdpyinfo 1.3.4-2
xorg-xdriinfo 1.0.7-2
xorg-xev 1.2.6-1
xorg-xgamma 1.0.7-2
xorg-xhost 1.0.10-1
xorg-xinit 1.4.4-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xkbevd 1.1.6-1
xorg-xkbprint 1.0.7-1
xorg-xkbutils 1.0.6-1
xorg-xkill 1.0.6-2
xorg-xlsatoms 1.1.4-2
xorg-xlsclients 1.1.5-2
xorg-xmessage 1.0.7-1
xorg-xmodmap 1.0.11-2
xorg-xpr 1.2.0-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xrefresh 1.1.0-1
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
